ndoctors,nclinic_doctors,n_cdh_doctors,region,year,category
"85,25",37,"22,5",Тернопільська,2009,психіатри
"224,5","115,5","28,75",Харківська,2009,психіатри
"66,75","31,25",16,Херсонська,2009,психіатри
"86,25","39,75","21,75",Хмельницька,2009,психіатри
101,37,"19,25",Черкаська,2009,психіатри
"57,25","25,75","12,5",Чернівецька,2009,психіатри
83,"37,25","18,75",Чернігівська,2009,психіатри
"307,75","146,5",0,м.Київ,2009,психіатри
"42,5","15,25",0,м.Севастополь,2009,психіатри
"29,25","19,5","4,5",Автономна pеспубліка Крим,2009,в т.ч. психіатри дитячі
15,"11,5","4,5",Вінницька,2009,в т.ч. психіатри дитячі
8,6,1,Волинська,2009,в т.ч. психіатри дитячі
"35,25","30,5","1,75",Дніпропетровська,2009,в т.ч. психіатри дитячі
"49,75","41,5",2,Донецька,2009,в т.ч. психіатри дитячі
11,8,2,Житомирська,2009,в т.ч. психіатри дитячі
"8,5","7,25",1,Закарпатська,2009,в т.ч. психіатри дитячі
"20,75","15,5","1,5",Запорізька,2009,в т.ч. психіатри дитячі
"16,75","12,75","4,75",Івано-Франківська,2009,в т.ч. психіатри дитячі
"11,5",10,"4,75",Київська,2009,в т.ч. психіатри дитячі
"6,5","4,25","0,5",Кіровоградська,2009,в т.ч. психіатри дитячі
32,"25,5",1,Луганська,2009,в т.ч. психіатри дитячі
"33,25","25,75",5,Львівська,2009,в т.ч. психіатри дитячі
"4,5","4,25","1,5",Миколаївська,2009,в т.ч. психіатри дитячі
"27,75","23,75",0,Одеська,2009,в т.ч. психіатри дитячі
17,14,4,Полтавська,2009,в т.ч. психіатри дитячі
"4,25",4,"0,5",Рівненська,2009,в т.ч. психіатри дитячі
"10,5","10,5","3,75",Сумська,2009,в т.ч. психіатри дитячі
"15,25","12,25","6,25",Тернопільська,2009,в т.ч. психіатри дитячі
"28,75","21,75","4,25",Харківська,2009,в т.ч. психіатри дитячі
"6,75","5,75",0,Херсонська,2009,в т.ч. психіатри дитячі
10,"8,5","3,5",Хмельницька,2009,в т.ч. психіатри дитячі
"11,5","5,5","0,5",Черкаська,2009,в т.ч. психіатри дитячі
"7,5",4,1,Чернівецька,2009,в т.ч. психіатри дитячі
"8,5","6,25",0,Чернігівська,2009,в т.ч. психіатри дитячі
"44,75","32,75",0,м.Київ,2009,в т.ч. психіатри дитячі
"6,25","5,25",0,м.Севастополь,2009,в т.ч. психіатри дитячі
"75,5",47,"7,75",Автономна pеспубліка Крим,2009,наркологи
"45,25","31,25","23,75",Вінницька,2009,наркологи
"33,25","23,75","14,25",Волинська,2009,наркологи
"123,75","81,5",20,Дніпропетровська,2009,наркологи
"204,5","148,75","6,5",Донецька,2009,наркологи
"49,25",31,"19,5",Житомирська,2009,наркологи
"33,25","19,75","4,5",Закарпатська,2009,наркологи
"57,5","37,75",15,Запорізька,2009,наркологи
"40,75",26,"15,25",Івано-Франківська,2009,наркологи
"55,75","42,25",26,Київська,2009,наркологи
"43,75","27,25","17,25",Кіровоградська,2009,наркологи
"81,25",49,10,Луганська,2009,наркологи
"54,5","37,75","13,75",Львівська,2009,наркологи
49,"25,25",14,Миколаївська,2009,наркологи
"67,5","55,25",19,Одеська,2009,наркологи
"73,25",54,"23,25",Полтавська,2009,наркологи
"30,25","20,75","12,25",Рівненська,2009,наркологи
55,"32,75",20,Сумська,2009,наркологи
"32,25",25,"15,5",Тернопільська,2009,наркологи
"80,5",62,21,Харківська,2009,наркологи
"31,5",24,13,Херсонська,2009,наркологи
"34,5","22,5","17,5",Хмельницька,2009,наркологи
"45,75","33,5",18,Черкаська,2009,наркологи
"25,75","22,25","7,5",Чернівецька,2009,наркологи
"46,75","36,5",15,Чернігівська,2009,наркологи
59,"19,5",0,м.Київ,2009,наркологи
9,"7,5",0,м.Севастополь,2009,наркологи
"6,5",4,"0,5",Автономна pеспубліка Крим,2009,психотерапевти
"7,25","3,25","1,25",Вінницька,2009,психотерапевти
"3,5",1,0,Волинська,2009,психотерапевти
"25,75",10,1,Дніпропетровська,2009,психотерапевти
"39,5","16,5",0,Донецька,2009,психотерапевти
"8,25","6,75","1,25",Житомирська,2009,психотерапевти
"8,5",7,1,Закарпатська,2009,психотерапевти
"7,5","6,25",1,Запорізька,2009,психотерапевти
"5,75","3,75","2,5",Івано-Франківська,2009,психотерапевти
"1,5","1,25",0,Київська,2009,психотерапевти
"6,25","5,25",0,Кіровоградська,2009,психотерапевти
"12,5","8,5",0,Луганська,2009,психотерапевти
"16,5",9,"0,25",Львівська,2009,психотерапевти
"3,25","2,75",0,Миколаївська,2009,психотерапевти
"8,75","7,75","0,5",Одеська,2009,психотерапевти
6,"4,5","2,5",Полтавська,2009,психотерапевти
3,"0,5",0,Рівненська,2009,психотерапевти
8,6,0,Сумська,2009,психотерапевти
4,3,0,Тернопільська,2009,психотерапевти
"25,5","18,75","1,5",Харківська,2009,психотерапевти
2,2,"0,5",Херсонська,2009,психотерапевти
"2,5","1,5",0,Хмельницька,2009,психотерапевти
"6,75","4,25",0,Черкаська,2009,психотерапевти
"6,25","4,5",0,Чернівецька,2009,психотерапевти
"3,25",3,0,Чернігівська,2009,психотерапевти
"30,75","14,25",0,м.Київ,2009,психотерапевти
"2,75","2,75",0,м.Севастополь,2009,психотерапевти
"1,25","0,25",0,Автономна pеспубліка Крим,2009,лікарі- психологи
1,0,0,Вінницька,2009,лікарі- психологи
"0,5","0,5",0,Волинська,2009,лікарі- психологи
"2,5",1,"0,5",Дніпропетровська,2009,лікарі- психологи
1,1,0,Донецька,2009,лікарі- психологи
4,0,0,Житомирська,2009,лікарі- психологи
1,1,0,Закарпатська,2009,лікарі- психологи
0,0,0,Запорізька,2009,лікарі- психологи
"1,75",0,1,Івано-Франківська,2009,лікарі- психологи
"11,5","6,5","3,5",Київська,2009,лікарі- психологи
0,0,0,Кіровоградська,2009,лікарі- психологи
0,0,0,Луганська,2009,лікарі- психологи
1,0,0,Львівська,2009,лікарі- психологи
"0,5","0,5",0,Миколаївська,2009,лікарі- психологи
"0,5","0,5",0,Одеська,2009,лікарі- психологи
0,0,0,Полтавська,2009,лікарі- психологи
3,1,0,Рівненська,2009,лікарі- психологи
"0,5","0,5",0,Сумська,2009,лікарі- психологи
"2,5",2,1,Тернопільська,2009,лікарі- психологи
4,1,0,Харківська,2009,лікарі- психологи
0,0,0,Херсонська,2009,лікарі- психологи
1,0,0,Хмельницька,2009,лікарі- психологи
1,0,0,Черкаська,2009,лікарі- психологи
"18,5",7,6,Чернівецька,2009,лікарі- психологи
"2,5","0,5","0,5",Чернігівська,2009,лікарі- психологи
"30,5","9,5",0,м.Київ,2009,лікарі- психологи
0,0,0,м.Севастополь,2009,лікарі- психологи
1,1,0,Автономна pеспубліка Крим,2009,сексопатологи
"3,5","3,5",0,Вінницька,2009,сексопатологи
"0,25","0,25",0,Волинська,2009,сексопатологи
3,3,0,Дніпропетровська,2009,сексопатологи
"10,5","10,25",0,Донецька,2009,сексопатологи
0,0,0,Житомирська,2009,сексопатологи
"1,5","1,5",0,Закарпатська,2009,сексопатологи
2,2,0,Запорізька,2009,сексопатологи
"1,5",0,0,Івано-Франківська,2009,сексопатологи
1,1,0,Київська,2009,сексопатологи
"1,5","1,5",0,Кіровоградська,2009,сексопатологи
"1,5","1,5",0,Луганська,2009,сексопатологи
"4,5","4,5",0,Львівська,2009,сексопатологи
"2,5","1,5",0,Миколаївська,2009,сексопатологи
"3,75","3,75",0,Одеська,2009,сексопатологи
"0,25","0,25",0,Полтавська,2009,сексопатологи
1,1,0,Рівненська,2009,сексопатологи
"0,5","0,5",0,Сумська,2009,сексопатологи
3,3,0,Тернопільська,2009,сексопатологи
6,6,0,Харківська,2009,сексопатологи
"0,5","0,5",0,Херсонська,2009,сексопатологи
0,0,0,Хмельницька,2009,сексопатологи
1,1,0,Черкаська,2009,сексопатологи
"2,75","2,75",0,Чернівецька,2009,сексопатологи
1,1,0,Чернігівська,2009,сексопатологи
"4,5","3,25",0,м.Київ,2009,сексопатологи
0,0,0,м.Севастополь,2009,сексопатологи
122,"104,75","18,75",Автономна pеспубліка Крим,2009,дерматовенерологи
80,"72,75",38,Вінницька,2009,дерматовенерологи
"61,5","55,5",22,Волинська,2009,дерматовенерологи
"214,25",194,24,Дніпропетровська,2009,дерматовенерологи
"296,25","271,5","25,25",Донецька,2009,дерматовенерологи
"72,25","66,25","26,25",Житомирська,2009,дерматовенерологи
62,"52,25",17,Закарпатська,2009,дерматовенерологи
"112,5","98,75","18,25",Запорізька,2009,дерматовенерологи
"87,5","75,5","27,5",Івано-Франківська,2009,дерматовенерологи
"89,5","83,25","43,75",Київська,2009,дерматовенерологи
60,"51,25","23,5",Кіровоградська,2009,дерматовенерологи
171,"141,5",21,Луганська,2009,дерматовенерологи
162,"137,5","33,75",Львівська,2009,дерматовенерологи
65,"57,75","20,25",Миколаївська,2009,дерматовенерологи
164,"144,5","27,75",Одеська,2009,дерматовенерологи
"91,75","81,5","29,75",Полтавська,2009,дерматовенерологи
"64,25",60,"24,5",Рівненська,2009,дерматовенерологи
"69,25","60,25","38,5",Сумська,2009,дерматовенерологи
52,46,"21,75",Тернопільська,2009,дерматовенерологи
187,162,"28,5",Харківська,2009,дерматовенерологи
"55,25",49,"17,5",Херсонська,2009,дерматовенерологи
"59,75","55,5","30,25",Хмельницька,2009,дерматовенерологи
"63,25",58,"23,25",Черкаська,2009,дерматовенерологи
"62,75","49,75",19,Чернівецька,2009,дерматовенерологи
62,52,"21,5",Чернігівська,2009,дерматовенерологи
"236,75","190,75",0,м.Київ,2009,дерматовенерологи
"20,5","18,75",0,м.Севастополь,2009,дерматовенерологи
"12,75","7,75","0,75",Автономна pеспубліка Крим,2009,в т.ч. дерматовенерологи дитячі
"4,75","4,5","0,5",Вінницька,2009,в т.ч. дерматовенерологи дитячі
5,"4,5",0,Волинська,2009,в т.ч. дерматовенерологи дитячі
"8,75","7,75",0,Дніпропетровська,2009,в т.ч. дерматовенерологи дитячі
"5,75","4,75","0,5",Донецька,2009,в т.ч. дерматовенерологи дитячі
"2,75","2,5",0,Житомирська,2009,в т.ч. дерматовенерологи дитячі
"8,75","8,25","1,75",Закарпатська,2009,в т.ч. дерматовенерологи дитячі
7,7,"0,5",Запорізька,2009,в т.ч. дерматовенерологи дитячі
3,3,1,Івано-Франківська,2009,в т.ч. дерматовенерологи дитячі
"8,25","7,75","3,5",Київська,2009,в т.ч. дерматовенерологи дитячі
2,0,0,Кіровоградська,2009,в т.ч. дерматовенерологи дитячі
"11,5","11,5","1,25",Луганська,2009,в т.ч. дерматовенерологи дитячі
5,4,1,Львівська,2009,в т.ч. дерматовенерологи дитячі
"6,75","6,75",1,Миколаївська,2009,в т.ч. дерматовенерологи дитячі
"14,25","10,75",0,Одеська,2009,в т.ч. дерматовенерологи дитячі
"4,75","3,75","0,5",Полтавська,2009,в т.ч. дерматовенерологи дитячі
"4,25","4,25",0,Рівненська,2009,в т.ч. дерматовенерологи дитячі
"9,25","7,25","3,25",Сумська,2009,в т.ч. дерматовенерологи дитячі
"3,5","3,5","0,5",Тернопільська,2009,в т.ч. дерматовенерологи дитячі
"6,25","4,75","1,25",Харківська,2009,в т.ч. дерматовенерологи дитячі
"0,5","0,5",0,Херсонська,2009,в т.ч. дерматовенерологи дитячі
"4,75","4,75","1,5",Хмельницька,2009,в т.ч. дерматовенерологи дитячі
3,3,0,Черкаська,2009,в т.ч. дерматовенерологи дитячі
"2,75","1,75","0,75",Чернівецька,2009,в т.ч. дерматовенерологи дитячі
"1,25","1,25",0,Чернігівська,2009,в т.ч. дерматовенерологи дитячі
"47,25","34,75",0,м.Київ,2009,в т.ч. дерматовенерологи дитячі
0,0,0,м.Севастополь,2009,в т.ч. дерматовенерологи дитячі
75,0,"9,5",Автономна pеспубліка Крим,2009,патологоанатоми
36,0,"11,25",Вінницька,2009,патологоанатоми
"23,5",0,1,Волинська,2009,патологоанатоми
"141,25",0,14,Дніпропетровська,2009,патологоанатоми
166,1,"23,75",Донецька,2009,патологоанатоми
"22,75",0,"2,75",Житомирська,2009,патологоанатоми
30,0,7,Закарпатська,2009,патологоанатоми
"93,75",0,1,Запорізька,2009,патологоанатоми
"33,5",0,14,Івано-Франківська,2009,патологоанатоми
"47,25",0,"19,25",Київська,2009,патологоанатоми
"28,75",0,"12,75",Кіровоградська,2009,патологоанатоми
"81,75",0,"11,5",Луганська,2009,патологоанатоми
"76,75",0,0,Львівська,2009,патологоанатоми
33,0,"8,25",Миколаївська,2009,патологоанатоми
"77,5",0,"3,25",Одеська,2009,патологоанатоми
"35,75",0,"12,25",Полтавська,2009,патологоанатоми
"24,75",0,"5,75",Рівненська,2009,патологоанатоми
"27,5",0,"15,5",Сумська,2009,патологоанатоми
"32,25",0,0,Тернопільська,2009,патологоанатоми
94,0,14,Харківська,2009,патологоанатоми
"29,25",0,"6,75",Херсонська,2009,патологоанатоми
"38,25",0,11,Хмельницька,2009,патологоанатоми
"39,25",0,"19,25",Черкаська,2009,патологоанатоми
27,1,0,Чернівецька,2009,патологоанатоми
30,0,0,Чернігівська,2009,патологоанатоми
"105,5","2,5",0,м.Київ,2009,патологоанатоми
"11,5",0,0,м.Севастополь,2009,патологоанатоми
"7,75",0,0,Автономна pеспубліка Крим,2009,в т.ч. патологоанатоми дитячі
"4,5",0,0,Вінницька,2009,в т.ч. патологоанатоми дитячі
3,0,0,Волинська,2009,в т.ч. патологоанатоми дитячі
"15,25",0,"0,5",Дніпропетровська,2009,в т.ч. патологоанатоми дитячі
"10,5",0,0,Донецька,2009,в т.ч. патологоанатоми дитячі
1,0,0,Житомирська,2009,в т.ч. патологоанатоми дитячі
3,0,0,Закарпатська,2009,в т.ч. патологоанатоми дитячі
11,0,0,Запорізька,2009,в т.ч. патологоанатоми дитячі
"2,5",0,0,Івано-Франківська,2009,в т.ч. патологоанатоми дитячі
2,0,0,Київська,2009,в т.ч. патологоанатоми дитячі
2,0,0,Кіровоградська,2009,в т.ч. патологоанатоми дитячі
7,0,0,Луганська,2009,в т.ч. патологоанатоми дитячі
"12,25",0,0,Львівська,2009,в т.ч. патологоанатоми дитячі
"1,5",0,0,Миколаївська,2009,в т.ч. патологоанатоми дитячі
6,0,0,Одеська,2009,в т.ч. патологоанатоми дитячі
2,0,0,Полтавська,2009,в т.ч. патологоанатоми дитячі
0,0,0,Рівненська,2009,в т.ч. патологоанатоми дитячі
"2,5",0,0,Сумська,2009,в т.ч. патологоанатоми дитячі
"3,5",0,0,Тернопільська,2009,в т.ч. патологоанатоми дитячі
10,0,0,Харківська,2009,в т.ч. патологоанатоми дитячі
"2,5",0,0,Херсонська,2009,в т.ч. патологоанатоми дитячі
3,0,0,Хмельницька,2009,в т.ч. патологоанатоми дитячі
0,0,0,Черкаська,2009,в т.ч. патологоанатоми дитячі
"8,75",0,0,Чернівецька,2009,в т.ч. патологоанатоми дитячі
"2,5",0,0,Чернігівська,2009,в т.ч. патологоанатоми дитячі
9,0,0,м.Київ,2009,в т.ч. патологоанатоми дитячі
2,0,0,м.Севастополь,2009,в т.ч. патологоанатоми дитячі
"44,75",4,"10,5",Автономна pеспубліка Крим,2009,бактеріологи
"14,75",2,"4,5",Вінницька,2009,бактеріологи
"12,25",0,"0,75",Волинська,2009,бактеріологи
"94,5",2,"8,5",Дніпропетровська,2009,бактеріологи
"84,75","13,75","0,5",Донецька,2009,бактеріологи
23,3,5,Житомирська,2009,бактеріологи
20,5,6,Закарпатська,2009,бактеріологи
"36,75","2,5","3,5",Запорізька,2009,бактеріологи
"18,5","1,5","5,5",Івано-Франківська,2009,бактеріологи
"18,5",2,4,Київська,2009,бактеріологи
7,"2,5","2,5",Кіровоградська,2009,бактеріологи
"41,75",8,"2,75",Луганська,2009,бактеріологи
"47,75","11,75","13,5",Львівська,2009,бактеріологи
9,0,0,Миколаївська,2009,бактеріологи
"34,5",8,"12,5",Одеська,2009,бактеріологи
"33,5","8,5","9,5",Полтавська,2009,бактеріологи
"11,5","1,5","3,5",Рівненська,2009,бактеріологи
15,"5,25","7,25",Сумська,2009,бактеріологи
18,"3,25",7,Тернопільська,2009,бактеріологи
"86,25","48,5","1,25",Харківська,2009,бактеріологи
"7,75",1,"2,5",Херсонська,2009,бактеріологи
25,"11,5","10,5",Хмельницька,2009,бактеріологи
"16,5",1,"0,25",Черкаська,2009,бактеріологи
29,"6,75","8,25",Чернівецька,2009,бактеріологи
"16,5",2,"3,25",Чернігівська,2009,бактеріологи
"120,25","45,75",0,м.Київ,2009,бактеріологи
13,0,0,м.Севастополь,2009,бактеріологи
8,2,0,Автономна pеспубліка Крим,2009,лікарі-епідеміологи
2,1,1,Вінницька,2009,лікарі-епідеміологи
"3,75",1,"0,25",Волинська,2009,лікарі-епідеміологи
11,1,0,Дніпропетровська,2009,лікарі-епідеміологи
25,"11,25",1,Донецька,2009,лікарі-епідеміологи
"3,25",2,0,Житомирська,2009,лікарі-епідеміологи
"4,25",2,0,Закарпатська,2009,лікарі-епідеміологи
9,5,"0,5",Запорізька,2009,лікарі-епідеміологи
"4,25","3,25",0,Івано-Франківська,2009,лікарі-епідеміологи
"5,75","2,5",1,Київська,2009,лікарі-епідеміологи
"1,5","1,5",0,Кіровоградська,2009,лікарі-епідеміологи
"9,75","2,5",0,Луганська,2009,лікарі-епідеміологи
"8,75",3,"1,25",Львівська,2009,лікарі-епідеміологи
"3,5",1,0,Миколаївська,2009,лікарі-епідеміологи
13,"2,25","1,5",Одеська,2009,лікарі-епідеміологи
"3,25","1,5",0,Полтавська,2009,лікарі-епідеміологи
"6,75","2,75","3,25",Рівненська,2009,лікарі-епідеміологи
"5,5",2,2,Сумська,2009,лікарі-епідеміологи
"1,5",1,0,Тернопільська,2009,лікарі-епідеміологи
23,5,3,Харківська,2009,лікарі-епідеміологи
"4,25","2,5",1,Херсонська,2009,лікарі-епідеміологи
"6,25","0,75","2,5",Хмельницька,2009,лікарі-епідеміологи
3,2,"0,5",Черкаська,2009,лікарі-епідеміологи
3,1,0,Чернівецька,2009,лікарі-епідеміологи
"2,75",2,0,Чернігівська,2009,лікарі-епідеміологи
"20,75","9,5",0,м.Київ,2009,лікарі-епідеміологи
"3,25","2,25",0,м.Севастополь,2009,лікарі-епідеміологи
0,0,0,Автономна pеспубліка Крим,2009,токсикологи
0,0,0,Вінницька,2009,токсикологи
0,0,0,Волинська,2009,токсикологи
"6,5",0,0,Дніпропетровська,2009,токсикологи
0,0,0,Донецька,2009,токсикологи
1,0,0,Житомирська,2009,токсикологи
0,0,0,Закарпатська,2009,токсикологи
"0,5",0,0,Запорізька,2009,токсикологи
0,0,0,Івано-Франківська,2009,токсикологи
0,0,0,Київська,2009,токсикологи
0,0,0,Кіровоградська,2009,токсикологи
2,0,0,Луганська,2009,токсикологи
0,0,0,Львівська,2009,токсикологи
"7,25",0,0,Миколаївська,2009,токсикологи
0,0,0,Одеська,2009,токсикологи
0,0,0,Полтавська,2009,токсикологи
0,0,0,Рівненська,2009,токсикологи
0,0,0,Сумська,2009,токсикологи
0,0,0,Тернопільська,2009,токсикологи
"8,5",0,0,Харківська,2009,токсикологи
0,0,0,Херсонська,2009,токсикологи
0,0,0,Хмельницька,2009,токсикологи
0,0,0,Черкаська,2009,токсикологи
0,0,0,Чернівецька,2009,токсикологи
0,0,0,Чернігівська,2009,токсикологи
"8,75",0,0,м.Київ,2009,токсикологи
0,0,0,м.Севастополь,2009,токсикологи
"296,75","77,25","34,5",Автономна pеспубліка Крим,2009,лікарі-лаборанти
182,"29,25","58,5",Вінницька,2009,лікарі-лаборанти
"114,25","23,25",32,Волинська,2009,лікарі-лаборанти
"622,75","90,75","54,5",Дніпропетровська,2009,лікарі-лаборанти
"733,5","220,25","56,75",Донецька,2009,лікарі-лаборанти
"95,25","37,5","24,75",Житомирська,2009,лікарі-лаборанти
"153,5","39,75","31,25",Закарпатська,2009,лікарі-лаборанти
"275,25",57,"44,25",Запорізька,2009,лікарі-лаборанти
186,42,"64,5",Івано-Франківська,2009,лікарі-лаборанти
"239,5",65,"83,5",Київська,2009,лікарі-лаборанти
"97,75",24,27,Кіровоградська,2009,лікарі-лаборанти
"392,25","114,75","37,25",Луганська,2009,лікарі-лаборанти
"406,5","134,25","82,75",Львівська,2009,лікарі-лаборанти
"168,25","24,5","39,5",Миколаївська,2009,лікарі-лаборанти
365,"129,75","40,75",Одеська,2009,лікарі-лаборанти
"225,25","56,75",67,Полтавська,2009,лікарі-лаборанти
133,"22,25","34,5",Рівненська,2009,лікарі-лаборанти
"115,25",35,52,Сумська,2009,лікарі-лаборанти
"131,5","40,5",42,Тернопільська,2009,лікарі-лаборанти
"493,25","166,25","84,5",Харківська,2009,лікарі-лаборанти
134,"41,5","32,25",Херсонська,2009,лікарі-лаборанти
"134,5","25,25",50,Хмельницька,2009,лікарі-лаборанти
"123,75",31,49,Черкаська,2009,лікарі-лаборанти
129,"43,5","28,5",Чернівецька,2009,лікарі-лаборанти
120,"25,75","37,75",Чернігівська,2009,лікарі-лаборанти
"744,75","289,75",0,м.Київ,2009,лікарі-лаборанти
"72,5",8,0,м.Севастополь,2009,лікарі-лаборанти
"8,25","8,25",0,Автономна pеспубліка Крим,2009,в т.ч. лаборанти-генетики
"4,25","4,25",0,Вінницька,2009,в т.ч. лаборанти-генетики
0,0,0,Волинська,2009,в т.ч. лаборанти-генетики
18,18,0,Дніпропетровська,2009,в т.ч. лаборанти-генетики
"13,5","13,5",0,Донецька,2009,в т.ч. лаборанти-генетики
0,0,0,Житомирська,2009,в т.ч. лаборанти-генетики
1,1,0,Закарпатська,2009,в т.ч. лаборанти-генетики
0,0,0,Запорізька,2009,в т.ч. лаборанти-генетики
0,0,0,Івано-Франківська,2009,в т.ч. лаборанти-генетики
4,4,0,Київська,2009,в т.ч. лаборанти-генетики
1,0,0,Кіровоградська,2009,в т.ч. лаборанти-генетики
3,3,0,Луганська,2009,в т.ч. лаборанти-генетики
0,0,0,Львівська,2009,в т.ч. лаборанти-генетики
0,0,0,Миколаївська,2009,в т.ч. лаборанти-генетики
"5,5","5,5",0,Одеська,2009,в т.ч. лаборанти-генетики
2,2,0,Полтавська,2009,в т.ч. лаборанти-генетики
1,1,0,Рівненська,2009,в т.ч. лаборанти-генетики
"0,5","0,5",0,Сумська,2009,в т.ч. лаборанти-генетики
2,2,0,Тернопільська,2009,в т.ч. лаборанти-генетики
0,0,0,Харківська,2009,в т.ч. лаборанти-генетики
1,1,0,Херсонська,2009,в т.ч. лаборанти-генетики
"1,75","1,75",0,Хмельницька,2009,в т.ч. лаборанти-генетики
"2,5",2,0,Черкаська,2009,в т.ч. лаборанти-генетики
2,2,0,Чернівецька,2009,в т.ч. лаборанти-генетики
0,0,0,Чернігівська,2009,в т.ч. лаборанти-генетики
"9,25",3,0,м.Київ,2009,в т.ч. лаборанти-генетики
"2,5","2,5",0,м.Севастополь,2009,в т.ч. лаборанти-генетики
15,15,1,Автономна pеспубліка Крим,2009,генетики
"3,75","3,75","0,75",Вінницька,2009,генетики
2,2,0,Волинська,2009,генетики
"10,5","10,5",0,Дніпропетровська,2009,генетики
"4,5","4,5",0,Донецька,2009,генетики
"2,5","2,5",0,Житомирська,2009,генетики
2,2,"0,5",Закарпатська,2009,генетики
"7,5",4,0,Запорізька,2009,генетики
"1,75","1,75",0,Івано-Франківська,2009,генетики
8,8,4,Київська,2009,генетики
"1,25","1,25","0,25",Кіровоградська,2009,генетики
"4,5","4,5",0,Луганська,2009,генетики
"0,5","0,5",0,Львівська,2009,генетики
2,2,0,Миколаївська,2009,генетики
2,2,0,Одеська,2009,генетики
"4,25","4,25","1,25",Полтавська,2009,генетики
"5,75","5,75",0,Рівненська,2009,генетики
"3,5","3,5","2,25",Сумська,2009,генетики
"3,5","3,5","2,5",Тернопільська,2009,генетики
"8,5",7,"0,5",Харківська,2009,генетики
"1,5","1,5","0,5",Херсонська,2009,генетики
6,6,2,Хмельницька,2009,генетики
"4,75","4,75","0,5",Черкаська,2009,генетики
"1,25","0,75",1,Чернівецька,2009,генетики
4,4,0,Чернігівська,2009,генетики
"7,75","7,75",0,м.Київ,2009,генетики
"2,5","2,5",0,м.Севастополь,2009,генетики
16,"14,75","3,5",Автономна pеспубліка Крим,2009,лікарі-імунологи
10,"8,5","3,5",Вінницька,2009,лікарі-імунологи
"5,5",4,2,Волинська,2009,лікарі-імунологи
23,"19,75","4,5",Дніпропетровська,2009,лікарі-імунологи
"22,75","16,5","1,75",Донецька,2009,лікарі-імунологи
"8,25",6,"2,25",Житомирська,2009,лікарі-імунологи
"7,5","6,5",1,Закарпатська,2009,лікарі-імунологи
"7,75","7,75",0,Запорізька,2009,лікарі-імунологи
"10,25","6,25",0,Івано-Франківська,2009,лікарі-імунологи
6,"4,25","1,5",Київська,2009,лікарі-імунологи
"1,5",1,0,Кіровоградська,2009,лікарі-імунологи
7,6,0,Луганська,2009,лікарі-імунологи
"11,25","9,5","1,25",Львівська,2009,лікарі-імунологи
"2,75","2,25",0,Миколаївська,2009,лікарі-імунологи
"8,5","5,25","0,75",Одеська,2009,лікарі-імунологи
"5,25","4,75","0,5",Полтавська,2009,лікарі-імунологи
4,4,0,Рівненська,2009,лікарі-імунологи
6,3,"1,25",Сумська,2009,лікарі-імунологи
"2,5","2,5",0,Тернопільська,2009,лікарі-імунологи
14,"8,5","0,75",Харківська,2009,лікарі-імунологи
"2,25","1,25",0,Херсонська,2009,лікарі-імунологи
"4,5","1,5",0,Хмельницька,2009,лікарі-імунологи
"4,5","4,25","2,25",Черкаська,2009,лікарі-імунологи
"4,5","2,75",0,Чернівецька,2009,лікарі-імунологи
"2,25","1,75","0,75",Чернігівська,2009,лікарі-імунологи
"28,75","22,75",0,м.Київ,2009,лікарі-імунологи
3,2,0,м.Севастополь,2009,лікарі-імунологи
"8,75","8,5",2,Автономна pеспубліка Крим,2009,в т.ч. лікарі-імунологи дитячі
7,6,2,Вінницька,2009,в т.ч. лікарі-імунологи дитячі
4,"3,5","1,5",Волинська,2009,в т.ч. лікарі-імунологи дитячі
"13,75","13,5","2,5",Дніпропетровська,2009,в т.ч. лікарі-імунологи дитячі
12,12,"0,5",Донецька,2009,в т.ч. лікарі-імунологи дитячі
5,4,"1,5",Житомирська,2009,в т.ч. лікарі-імунологи дитячі
6,5,0,Закарпатська,2009,в т.ч. лікарі-імунологи дитячі
"5,5","5,5",0,Запорізька,2009,в т.ч. лікарі-імунологи дитячі
"2,25","1,75",0,Івано-Франківська,2009,в т.ч. лікарі-імунологи дитячі
5,"3,25","0,5",Київська,2009,в т.ч. лікарі-імунологи дитячі
"0,5","0,5",0,Кіровоградська,2009,в т.ч. лікарі-імунологи дитячі
6,6,0,Луганська,2009,в т.ч. лікарі-імунологи дитячі
"5,75","4,5",0,Львівська,2009,в т.ч. лікарі-імунологи дитячі
"1,25","1,25",0,Миколаївська,2009,в т.ч. лікарі-імунологи дитячі
"6,25","4,75","0,75",Одеська,2009,в т.ч. лікарі-імунологи дитячі
"2,25","2,25","0,5",Полтавська,2009,в т.ч. лікарі-імунологи дитячі
"1,5","1,5",0,Рівненська,2009,в т.ч. лікарі-імунологи дитячі
"2,25",2,"0,25",Сумська,2009,в т.ч. лікарі-імунологи дитячі
2,2,0,Тернопільська,2009,в т.ч. лікарі-імунологи дитячі
7,"2,75","0,75",Харківська,2009,в т.ч. лікарі-імунологи дитячі
"1,5","1,25",0,Херсонська,2009,в т.ч. лікарі-імунологи дитячі
2,"1,5",0,Хмельницька,2009,в т.ч. лікарі-імунологи дитячі
"3,75","3,5",2,Черкаська,2009,в т.ч. лікарі-імунологи дитячі
"1,75","1,5",0,Чернівецька,2009,в т.ч. лікарі-імунологи дитячі
