nregion_hospital,nrural,ndoctors,region,year,category
8,0,6,Черкаська,2009,Станції та відділ.перелив.крові
11,0,17,Чернівецька,2009,Станції та відділ.перелив.крові
14,0,"5,5",Чернігівська,2009,Станції та відділ.перелив.крові
0,0,0,м.Київ,2009,Станції та відділ.перелив.крові
0,0,0,м.Севастополь,2009,Станції та відділ.перелив.крові
14,0,"124,75",Автономна pеспубліка Крим,2009,Санепідстанції
27,0,199,Вінницька,2009,Санепідстанції
14,0,140,Волинська,2009,Санепідстанції
21,0,"156,75",Дніпропетровська,2009,Санепідстанції
17,0,"234,25",Донецька,2009,Санепідстанції
23,1,190,Житомирська,2009,Санепідстанції
14,0,"149,75",Закарпатська,2009,Санепідстанції
18,0,135,Запорізька,2009,Санепідстанції
14,0,"180,25",Івано-Франківська,2009,Санепідстанції
25,1,"299,75",Київська,2009,Санепідстанції
21,0,"132,25",Кіровоградська,2009,Санепідстанції
15,0,"105,5",Луганська,2009,Санепідстанції
20,0,252,Львівська,2009,Санепідстанції
19,0,142,Миколаївська,2009,Санепідстанції
26,0,"117,75",Одеська,2009,Санепідстанції
25,0,184,Полтавська,2009,Санепідстанції
15,0,176,Рівненська,2009,Санепідстанції
21,0,219,Сумська,2009,Санепідстанції
17,0,"170,25",Тернопільська,2009,Санепідстанції
27,0,"281,25",Харківська,2009,Санепідстанції
18,0,105,Херсонська,2009,Санепідстанції
20,0,137,Хмельницька,2009,Санепідстанції
20,2,"177,5",Черкаська,2009,Санепідстанції
11,0,"66,75",Чернівецька,2009,Санепідстанції
22,0,128,Чернігівська,2009,Санепідстанції
0,0,0,м.Київ,2009,Санепідстанції
0,0,0,м.Севастополь,2009,Санепідстанції
0,0,"358,75",Автономна pеспубліка Крим,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,"312,5",Вінницька,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,"141,25",Волинська,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,"257,5",Дніпропетровська,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,"239,75",Донецька,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,225,Житомирська,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,"504,75",Закарпатська,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,"179,25",Запорізька,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,"390,25",Івано-Франківська,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,"426,5",Київська,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,"120,5",Кіровоградська,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,"88,5",Луганська,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,"469,5",Львівська,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,"143,75",Миколаївська,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,304,Одеська,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,"293,5",Полтавська,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,"170,5",Рівненська,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,187,Сумська,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,"252,75",Тернопільська,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,"272,75",Харківська,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,128,Херсонська,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,"185,5",Хмельницька,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,222,Черкаська,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,266,Чернівецька,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,113,Чернігівська,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,м.Київ,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,м.Севастополь,2009,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,Автономна pеспубліка Крим,2020,Самостійні амбулаторії та поліклін.
39,12,623,Вінницька,2020,Самостійні амбулаторії та поліклін.
20,5,451.25,Волинська,2020,Самостійні амбулаторії та поліклін.
36,11,497.25,Дніпропетровська,2020,Самостійні амбулаторії та поліклін.
13,12,216.25,Донецька,2020,Самостійні амбулаторії та поліклін.
42,11,499.5,Житомирська,2020,Самостійні амбулаторії та поліклін.
19,11,697,Закарпатська,2020,Самостійні амбулаторії та поліклін.
37,14,425.5,Запорізька,2020,Самостійні амбулаторії та поліклін.
34,8,721.25,Івано-Франківська,2020,Самостійні амбулаторії та поліклін.
30,8,740.75,Київська,2020,Самостійні амбулаторії та поліклін.
22,0,315.5,Кіровоградська,2020,Самостійні амбулаторії та поліклін.
16,0,256.75,Луганська,2020,Самостійні амбулаторії та поліклін.
180,145,668,Львівська,2020,Самостійні амбулаторії та поліклін.
26,1,254.75,Миколаївська,2020,Самостійні амбулаторії та поліклін.
33,5,526,Одеська,2020,Самостійні амбулаторії та поліклін.
29,0,564,Полтавська,2020,Самостійні амбулаторії та поліклін.
32,16,556,Рівненська,2020,Самостійні амбулаторії та поліклін.
37,17,328.75,Сумська,2020,Самостійні амбулаторії та поліклін.
35,9,547,Тернопільська,2020,Самостійні амбулаторії та поліклін.
37,3,728,Харківська,2020,Самостійні амбулаторії та поліклін.
28,4,345.5,Херсонська,2020,Самостійні амбулаторії та поліклін.
28,5,612.5,Хмельницька,2020,Самостійні амбулаторії та поліклін.
28,10,452.5,Черкаська,2020,Самостійні амбулаторії та поліклін.
52,34,387.25,Чернівецька,2020,Самостійні амбулаторії та поліклін.
26,0,356.75,Чернігівська,2020,Самостійні амбулаторії та поліклін.
0,0,0,м.Київ,2020,Самостійні амбулаторії та поліклін.
0,0,0,м.Севастополь,2020,Самостійні амбулаторії та поліклін.
0,0,0,Автономна pеспубліка Крим,2020,Диспансери
0,0,0,Вінницька,2020,Диспансери
0,0,0,Волинська,2020,Диспансери
0,0,0,Дніпропетровська,2020,Диспансери
0,0,0,Донецька,2020,Диспансери
0,0,0,Житомирська,2020,Диспансери
0,0,0,Закарпатська,2020,Диспансери
0,0,0,Запорізька,2020,Диспансери
0,0,0,Івано-Франківська,2020,Диспансери
0,0,0,Київська,2020,Диспансери
0,0,0,Кіровоградська,2020,Диспансери
1,0,2.5,Луганська,2020,Диспансери
0,0,0,Львівська,2020,Диспансери
0,0,0,Миколаївська,2020,Диспансери
0,0,0,Одеська,2020,Диспансери
0,0,0,Полтавська,2020,Диспансери
0,0,0,Рівненська,2020,Диспансери
0,0,0,Сумська,2020,Диспансери
0,0,0,Тернопільська,2020,Диспансери
0,0,0,Харківська,2020,Диспансери
0,0,0,Херсонська,2020,Диспансери
0,0,0,Хмельницька,2020,Диспансери
0,0,0,Черкаська,2020,Диспансери
0,0,0,Чернівецька,2020,Диспансери
0,0,0,Чернігівська,2020,Диспансери
0,0,0,м.Київ,2020,Диспансери
0,0,0,м.Севастополь,2020,Диспансери
0,0,0,Автономна pеспубліка Крим,2020,Самостійні стоматологічні полікл.
6,0,62.75,Вінницька,2020,Самостійні стоматологічні полікл.
2,0,26,Волинська,2020,Самостійні стоматологічні полікл.
0,0,0,Дніпропетровська,2020,Самостійні стоматологічні полікл.
2,0,40.25,Донецька,2020,Самостійні стоматологічні полікл.
8,1,33,Житомирська,2020,Самостійні стоматологічні полікл.
1,0,6,Закарпатська,2020,Самостійні стоматологічні полікл.
2,0,11.75,Запорізька,2020,Самостійні стоматологічні полікл.
0,0,0,Івано-Франківська,2020,Самостійні стоматологічні полікл.
3,0,75.75,Київська,2020,Самостійні стоматологічні полікл.
1,0,4,Кіровоградська,2020,Самостійні стоматологічні полікл.
0,0,0,Луганська,2020,Самостійні стоматологічні полікл.
5,0,55.25,Львівська,2020,Самостійні стоматологічні полікл.
0,0,0,Миколаївська,2020,Самостійні стоматологічні полікл.
0,0,0,Одеська,2020,Самостійні стоматологічні полікл.
3,1,25.5,Полтавська,2020,Самостійні стоматологічні полікл.
6,0,38,Рівненська,2020,Самостійні стоматологічні полікл.
3,0,27.5,Сумська,2020,Самостійні стоматологічні полікл.
2,0,8.25,Тернопільська,2020,Самостійні стоматологічні полікл.
1,0,9.25,Харківська,2020,Самостійні стоматологічні полікл.
1,0,18,Херсонська,2020,Самостійні стоматологічні полікл.
0,0,0,Хмельницька,2020,Самостійні стоматологічні полікл.
0,0,0,Черкаська,2020,Самостійні стоматологічні полікл.
0,0,0,Чернівецька,2020,Самостійні стоматологічні полікл.
0,0,0,Чернігівська,2020,Самостійні стоматологічні полікл.
0,0,0,м.Київ,2020,Самостійні стоматологічні полікл.
0,0,0,м.Севастополь,2020,Самостійні стоматологічні полікл.
0,0,0,Автономна pеспубліка Крим,2020,Станції та від.швид.медич.допомоги
0,0,0,Вінницька,2020,Станції та від.швид.медич.допомоги
0,0,0,Волинська,2020,Станції та від.швид.медич.допомоги
0,0,0,Дніпропетровська,2020,Станції та від.швид.медич.допомоги
0,0,0,Донецька,2020,Станції та від.швид.медич.допомоги
40,1,8.25,Житомирська,2020,Станції та від.швид.медич.допомоги
0,0,0,Закарпатська,2020,Станції та від.швид.медич.допомоги
20,0,16.25,Запорізька,2020,Станції та від.швид.медич.допомоги
0,0,0,Івано-Франківська,2020,Станції та від.швид.медич.допомоги
0,0,0,Київська,2020,Станції та від.швид.медич.допомоги
0,0,16.5,Кіровоградська,2020,Станції та від.швид.медич.допомоги
0,0,0,Луганська,2020,Станції та від.швид.медич.допомоги
0,0,0,Львівська,2020,Станції та від.швид.медич.допомоги
0,0,6,Миколаївська,2020,Станції та від.швид.медич.допомоги
0,0,0,Одеська,2020,Станції та від.швид.медич.допомоги
46,10,56,Полтавська,2020,Станції та від.швид.медич.допомоги
0,0,0,Рівненська,2020,Станції та від.швид.медич.допомоги
17,0,32,Сумська,2020,Станції та від.швид.медич.допомоги
5,0,83,Тернопільська,2020,Станції та від.швид.медич.допомоги
16,0,46.25,Харківська,2020,Станції та від.швид.медич.допомоги
8,0,18,Херсонська,2020,Станції та від.швид.медич.допомоги
0,0,0,Хмельницька,2020,Станції та від.швид.медич.допомоги
0,0,0,Черкаська,2020,Станції та від.швид.медич.допомоги
0,0,0,Чернівецька,2020,Станції та від.швид.медич.допомоги
43,0,19.25,Чернігівська,2020,Станції та від.швид.медич.допомоги
0,0,0,м.Київ,2020,Станції та від.швид.медич.допомоги
0,0,0,м.Севастополь,2020,Станції та від.швид.медич.допомоги
0,0,0,Автономна pеспубліка Крим,2020,Станції та відділ.перелив.крові
11,0,8.25,Вінницька,2020,Станції та відділ.перелив.крові
3,0,3.25,Волинська,2020,Станції та відділ.перелив.крові
0,0,0,Дніпропетровська,2020,Станції та відділ.перелив.крові
2,0,1.25,Донецька,2020,Станції та відділ.перелив.крові
16,0,3.5,Житомирська,2020,Станції та відділ.перелив.крові
9,0,13.5,Закарпатська,2020,Станції та відділ.перелив.крові
6,0,5.25,Запорізька,2020,Станції та відділ.перелив.крові
10,0,6.25,Івано-Франківська,2020,Станції та відділ.перелив.крові
5,0,3.5,Київська,2020,Станції та відділ.перелив.крові
17,1,8.5,Кіровоградська,2020,Станції та відділ.перелив.крові
5,0,5,Луганська,2020,Станції та відділ.перелив.крові
15,0,4.5,Львівська,2020,Станції та відділ.перелив.крові
6,0,0.5,Миколаївська,2020,Станції та відділ.перелив.крові
5,0,3.5,Одеська,2020,Станції та відділ.перелив.крові
5,0,2,Полтавська,2020,Станції та відділ.перелив.крові
10,0,4.25,Рівненська,2020,Станції та відділ.перелив.крові
4,0,2.25,Сумська,2020,Станції та відділ.перелив.крові
18,0,10,Тернопільська,2020,Станції та відділ.перелив.крові
6,0,5.75,Харківська,2020,Станції та відділ.перелив.крові
6,0,0.75,Херсонська,2020,Станції та відділ.перелив.крові
19,0,11.25,Хмельницька,2020,Станції та відділ.перелив.крові
8,0,3.5,Черкаська,2020,Станції та відділ.перелив.крові
11,0,8.75,Чернівецька,2020,Станції та відділ.перелив.крові
10,0,4.5,Чернігівська,2020,Станції та відділ.перелив.крові
0,0,0,м.Київ,2020,Станції та відділ.перелив.крові
0,0,0,м.Севастополь,2020,Станції та відділ.перелив.крові
0,0,0,Автономна pеспубліка Крим,2020,Санепідстанції
0,0,0,Вінницька,2020,Санепідстанції
0,0,0,Волинська,2020,Санепідстанції
0,0,0,Дніпропетровська,2020,Санепідстанції
0,0,0,Донецька,2020,Санепідстанції
0,0,0,Житомирська,2020,Санепідстанції
0,0,0,Закарпатська,2020,Санепідстанції
0,0,0,Запорізька,2020,Санепідстанції
0,0,0,Івано-Франківська,2020,Санепідстанції
0,0,0,Київська,2020,Санепідстанції
0,0,0,Кіровоградська,2020,Санепідстанції
0,0,0,Луганська,2020,Санепідстанції
0,0,0,Львівська,2020,Санепідстанції
0,0,0,Миколаївська,2020,Санепідстанції
0,0,0,Одеська,2020,Санепідстанції
0,0,0,Полтавська,2020,Санепідстанції
0,0,0,Рівненська,2020,Санепідстанції
0,0,0,Сумська,2020,Санепідстанції
0,0,0,Тернопільська,2020,Санепідстанції
0,0,0,Харківська,2020,Санепідстанції
0,0,0,Херсонська,2020,Санепідстанції
0,0,0,Хмельницька,2020,Санепідстанції
0,0,0,Черкаська,2020,Санепідстанції
0,0,0,Чернівецька,2020,Санепідстанції
0,0,0,Чернігівська,2020,Санепідстанції
0,0,0,м.Київ,2020,Санепідстанції
0,0,0,м.Севастополь,2020,Санепідстанції
0,0,0,Автономна pеспубліка Крим,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,291.1,Вінницька,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,138.5,Волинська,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,214,Дніпропетровська,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,129,Донецька,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,191,Житомирська,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,397.5,Закарпатська,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,169.5,Запорізька,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,371.25,Івано-Франківська,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,303.5,Київська,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,103.75,Кіровоградська,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,49.5,Луганська,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,386.25,Львівська,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,99,Миколаївська,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,245.5,Одеська,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,230.5,Полтавська,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,253.5,Рівненська,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,145.25,Сумська,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,226,Тернопільська,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,173.5,Харківська,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,112.25,Херсонська,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,227,Хмельницька,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,206,Черкаська,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,249.25,Чернівецька,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,80.75,Чернігівська,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,м.Київ,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,м.Севастополь,2020,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,Автономна pеспубліка Крим,2015,Самостійні амбулаторії та поліклін.
28,0,915,Вінницька,2015,Самостійні амбулаторії та поліклін.
15,1,"488,25",Волинська,2015,Самостійні амбулаторії та поліклін.
23,2,"764,25",Дніпропетровська,2015,Самостійні амбулаторії та поліклін.
14,7,"530,5",Донецька,2015,Самостійні амбулаторії та поліклін.
53,49,664,Житомирська,2015,Самостійні амбулаторії та поліклін.
99,89,"886,5",Закарпатська,2015,Самостійні амбулаторії та поліклін.
23,1,"555,5",Запорізька,2015,Самостійні амбулаторії та поліклін.
111,103,"953,5",Івано-Франківська,2015,Самостійні амбулаторії та поліклін.
24,0,1030,Київська,2015,Самостійні амбулаторії та поліклін.
23,3,"385,5",Кіровоградська,2015,Самостійні амбулаторії та поліклін.
14,2,"270,5",Луганська,2015,Самостійні амбулаторії та поліклін.
210,198,"570,75",Львівська,2015,Самостійні амбулаторії та поліклін.
19,0,"358,75",Миколаївська,2015,Самостійні амбулаторії та поліклін.
26,1,686,Одеська,2015,Самостійні амбулаторії та поліклін.
27,0,"693,75",Полтавська,2015,Самостійні амбулаторії та поліклін.
16,2,"599,25",Рівненська,2015,Самостійні амбулаторії та поліклін.
25,22,"228,5",Сумська,2015,Самостійні амбулаторії та поліклін.
28,12,"636,5",Тернопільська,2015,Самостійні амбулаторії та поліклін.
32,30,"935,5",Харківська,2015,Самостійні амбулаторії та поліклін.
17,0,"411,75",Херсонська,2015,Самостійні амбулаторії та поліклін.
20,1,"710,75",Хмельницька,2015,Самостійні амбулаторії та поліклін.
12,2,"391,5",Черкаська,2015,Самостійні амбулаторії та поліклін.
12,0,"485,5",Чернівецька,2015,Самостійні амбулаторії та поліклін.
17,0,"387,75",Чернігівська,2015,Самостійні амбулаторії та поліклін.
0,0,0,м.Київ,2015,Самостійні амбулаторії та поліклін.
0,0,0,м.Севастополь,2015,Самостійні амбулаторії та поліклін.
0,0,0,Автономна pеспубліка Крим,2015,Диспансери
0,0,0,Вінницька,2015,Диспансери
0,0,0,Волинська,2015,Диспансери
0,0,0,Дніпропетровська,2015,Диспансери
6,0,41,Донецька,2015,Диспансери
0,0,0,Житомирська,2015,Диспансери
0,0,0,Закарпатська,2015,Диспансери
0,0,0,Запорізька,2015,Диспансери
0,0,0,Івано-Франківська,2015,Диспансери
0,0,0,Київська,2015,Диспансери
1,0,"2,25",Кіровоградська,2015,Диспансери
1,0,"2,25",Луганська,2015,Диспансери
0,0,0,Львівська,2015,Диспансери
0,0,0,Миколаївська,2015,Диспансери
0,0,0,Одеська,2015,Диспансери
0,0,0,Полтавська,2015,Диспансери
0,0,0,Рівненська,2015,Диспансери
0,0,0,Сумська,2015,Диспансери
0,0,0,Тернопільська,2015,Диспансери
2,0,"17,5",Харківська,2015,Диспансери
0,0,0,Херсонська,2015,Диспансери
0,0,0,Хмельницька,2015,Диспансери
0,0,0,Черкаська,2015,Диспансери
0,0,0,Чернівецька,2015,Диспансери
0,0,0,Чернігівська,2015,Диспансери
0,0,0,м.Київ,2015,Диспансери
0,0,0,м.Севастополь,2015,Диспансери
0,0,0,Автономна pеспубліка Крим,2015,Самостійні стоматологічні полікл.
6,0,"89,75",Вінницька,2015,Самостійні стоматологічні полікл.
3,0,"41,5",Волинська,2015,Самостійні стоматологічні полікл.
1,0,"13,5",Дніпропетровська,2015,Самостійні стоматологічні полікл.
5,0,"156,75",Донецька,2015,Самостійні стоматологічні полікл.
8,1,"66,75",Житомирська,2015,Самостійні стоматологічні полікл.
2,0,"68,75",Закарпатська,2015,Самостійні стоматологічні полікл.
2,0,19,Запорізька,2015,Самостійні стоматологічні полікл.
3,0,108,Івано-Франківська,2015,Самостійні стоматологічні полікл.
2,0,"39,25",Київська,2015,Самостійні стоматологічні полікл.
1,0,"11,5",Кіровоградська,2015,Самостійні стоматологічні полікл.
1,0,"7,25",Луганська,2015,Самостійні стоматологічні полікл.
5,0,"69,5",Львівська,2015,Самостійні стоматологічні полікл.
0,0,0,Миколаївська,2015,Самостійні стоматологічні полікл.
1,0,"14,75",Одеська,2015,Самостійні стоматологічні полікл.
1,0,33,Полтавська,2015,Самостійні стоматологічні полікл.
5,0,"55,5",Рівненська,2015,Самостійні стоматологічні полікл.
3,0,"71,25",Сумська,2015,Самостійні стоматологічні полікл.
3,0,"38,5",Тернопільська,2015,Самостійні стоматологічні полікл.
0,0,0,Харківська,2015,Самостійні стоматологічні полікл.
1,0,"19,75",Херсонська,2015,Самостійні стоматологічні полікл.
0,0,0,Хмельницька,2015,Самостійні стоматологічні полікл.
0,0,0,Черкаська,2015,Самостійні стоматологічні полікл.
0,0,0,Чернівецька,2015,Самостійні стоматологічні полікл.
0,0,0,Чернігівська,2015,Самостійні стоматологічні полікл.
0,0,0,м.Київ,2015,Самостійні стоматологічні полікл.
0,0,0,м.Севастополь,2015,Самостійні стоматологічні полікл.
0,0,0,Автономна pеспубліка Крим,2015,Станції та від.швид.медич.допомоги
5,0,"106,75",Вінницька,2015,Станції та від.швид.медич.допомоги
39,13,28,Волинська,2015,Станції та від.швид.медич.допомоги
0,0,0,Дніпропетровська,2015,Станції та від.швид.медич.допомоги
0,0,0,Донецька,2015,Станції та від.швид.медич.допомоги
36,1,"15,75",Житомирська,2015,Станції та від.швид.медич.допомоги
13,0,"115,25",Закарпатська,2015,Станції та від.швид.медич.допомоги
20,0,"32,25",Запорізька,2015,Станції та від.швид.медич.допомоги
0,0,0,Івано-Франківська,2015,Станції та від.швид.медич.допомоги
4,1,"68,5",Київська,2015,Станції та від.швид.медич.допомоги
0,0,"21,5",Кіровоградська,2015,Станції та від.швид.медич.допомоги
0,0,0,Луганська,2015,Станції та від.швид.медич.допомоги
0,0,0,Львівська,2015,Станції та від.швид.медич.допомоги
0,0,10,Миколаївська,2015,Станції та від.швид.медич.допомоги
0,0,0,Одеська,2015,Станції та від.швид.медич.допомоги
46,10,71,Полтавська,2015,Станції та від.швид.медич.допомоги
0,0,0,Рівненська,2015,Станції та від.швид.медич.допомоги
17,0,"43,5",Сумська,2015,Станції та від.швид.медич.допомоги
4,0,"106,5",Тернопільська,2015,Станції та від.швид.медич.допомоги
16,0,"64,25",Харківська,2015,Станції та від.швид.медич.допомоги
8,0,23,Херсонська,2015,Станції та від.швид.медич.допомоги
0,0,0,Хмельницька,2015,Станції та від.швид.медич.допомоги
0,0,0,Черкаська,2015,Станції та від.швид.медич.допомоги
0,0,0,Чернівецька,2015,Станції та від.швид.медич.допомоги
42,4,"23,5",Чернігівська,2015,Станції та від.швид.медич.допомоги
0,0,0,м.Київ,2015,Станції та від.швид.медич.допомоги
0,0,0,м.Севастополь,2015,Станції та від.швид.медич.допомоги
0,0,0,Автономна pеспубліка Крим,2015,Станції та відділ.перелив.крові
16,0,"9,25",Вінницька,2015,Станції та відділ.перелив.крові
7,0,"7,5",Волинська,2015,Станції та відділ.перелив.крові
4,0,5,Дніпропетровська,2015,Станції та відділ.перелив.крові
6,0,9,Донецька,2015,Станції та відділ.перелив.крові
16,0,"4,5",Житомирська,2015,Станції та відділ.перелив.крові
9,0,"12,25",Закарпатська,2015,Станції та відділ.перелив.крові
8,0,"6,5",Запорізька,2015,Станції та відділ.перелив.крові
10,0,11,Івано-Франківська,2015,Станції та відділ.перелив.крові
7,0,"7,75",Київська,2015,Станції та відділ.перелив.крові
21,1,"8,25",Кіровоградська,2015,Станції та відділ.перелив.крові
8,0,"7,25",Луганська,2015,Станції та відділ.перелив.крові
15,0,"5,75",Львівська,2015,Станції та відділ.перелив.крові
19,0,5,Миколаївська,2015,Станції та відділ.перелив.крові
7,0,8,Одеська,2015,Станції та відділ.перелив.крові
12,0,"13,25",Полтавська,2015,Станції та відділ.перелив.крові
10,0,"4,75",Рівненська,2015,Станції та відділ.перелив.крові
7,0,"5,5",Сумська,2015,Станції та відділ.перелив.крові
21,0,16,Тернопільська,2015,Станції та відділ.перелив.крові
10,0,"6,5",Харківська,2015,Станції та відділ.перелив.крові
6,0,"1,5",Херсонська,2015,Станції та відділ.перелив.крові
19,0,"16,75",Хмельницька,2015,Станції та відділ.перелив.крові
8,0,"5,25",Черкаська,2015,Станції та відділ.перелив.крові
11,0,"10,75",Чернівецька,2015,Станції та відділ.перелив.крові
11,0,"3,5",Чернігівська,2015,Станції та відділ.перелив.крові
0,0,0,м.Київ,2015,Станції та відділ.перелив.крові
0,0,0,м.Севастополь,2015,Станції та відділ.перелив.крові
0,0,0,Автономна pеспубліка Крим,2015,Санепідстанції
0,0,0,Вінницька,2015,Санепідстанції
0,0,0,Волинська,2015,Санепідстанції
0,0,0,Дніпропетровська,2015,Санепідстанції
0,0,0,Донецька,2015,Санепідстанції
0,0,0,Житомирська,2015,Санепідстанції
0,0,0,Закарпатська,2015,Санепідстанції
0,0,0,Запорізька,2015,Санепідстанції
0,0,0,Івано-Франківська,2015,Санепідстанції
0,0,0,Київська,2015,Санепідстанції
0,0,0,Кіровоградська,2015,Санепідстанції
0,0,0,Луганська,2015,Санепідстанції
0,0,0,Львівська,2015,Санепідстанції
0,0,0,Миколаївська,2015,Санепідстанції
0,0,0,Одеська,2015,Санепідстанції
0,0,0,Полтавська,2015,Санепідстанції
0,0,0,Рівненська,2015,Санепідстанції
0,0,0,Сумська,2015,Санепідстанції
0,0,0,Тернопільська,2015,Санепідстанції
0,0,0,Харківська,2015,Санепідстанції
0,0,0,Херсонська,2015,Санепідстанції
0,0,0,Хмельницька,2015,Санепідстанції
0,0,0,Черкаська,2015,Санепідстанції
0,0,0,Чернівецька,2015,Санепідстанції
0,0,0,Чернігівська,2015,Санепідстанції
0,0,0,м.Київ,2015,Санепідстанції
0,0,0,м.Севастополь,2015,Санепідстанції
0,0,0,Автономна pеспубліка Крим,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,"404,5",Вінницька,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,162,Волинська,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,356,Дніпропетровська,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,106,Донецька,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,"263,5",Житомирська,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,"495,5",Закарпатська,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,"227,5",Запорізька,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,"481,25",Івано-Франківська,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,"413,75",Київська,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,"174,5",Кіровоградська,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,"83,25",Луганська,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,508,Львівська,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,"181,75",Миколаївська,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,367,Одеська,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,"318,75",Полтавська,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,"285,25",Рівненська,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,"127,5",Сумська,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,269,Тернопільська,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,"256,5",Харківська,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,175,Херсонська,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,"270,5",Хмельницька,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,"283,5",Черкаська,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,"302,75",Чернівецька,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,136,Чернігівська,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,м.Київ,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,м.Севастополь,2015,Із рр(1-6)в закл.в сільськ.місц.
0,0,0,Автономна pеспубліка Крим,2014,Самостійні амбулаторії та поліклін.
28,0,951.5,Вінницька,2014,Самостійні амбулаторії та поліклін.
15,1,481.75,Волинська,2014,Самостійні амбулаторії та поліклін.
23,2,762,Дніпропетровська,2014,Самостійні амбулаторії та поліклін.
16,9,588.75,Донецька,2014,Самостійні амбулаторії та поліклін.
54,50,676,Житомирська,2014,Самостійні амбулаторії та поліклін.
