total,hospitals,chospitals,maternity_hospitals,clinic,onc_clinic,other,region,year,category
3,3,0,0,0,0,0,Волинська,2020,відділення нефрології та діалізу
8,7,0,0,0,0,0,Дніпропетровська,2020,відділення нефрології та діалізу
2,2,0,0,0,0,0,Донецька,2020,відділення нефрології та діалізу
1,1,0,0,0,0,0,Житомирська,2020,відділення нефрології та діалізу
1,1,0,0,0,0,0,Закарпатська,2020,відділення нефрології та діалізу
8,7,0,1,0,0,0,Запорізька,2020,відділення нефрології та діалізу
9,9,0,0,0,0,0,Івано-Франківська,2020,відділення нефрології та діалізу
6,6,0,0,0,0,0,Київська,2020,відділення нефрології та діалізу
5,5,0,0,0,0,0,Кіровоградська,2020,відділення нефрології та діалізу
2,2,0,0,0,0,0,Луганська,2020,відділення нефрології та діалізу
6,6,0,0,0,0,0,Львівська,2020,відділення нефрології та діалізу
2,2,0,0,0,0,0,Миколаївська,2020,відділення нефрології та діалізу
3,3,0,0,0,0,0,Одеська,2020,відділення нефрології та діалізу
1,1,0,0,0,0,0,Полтавська,2020,відділення нефрології та діалізу
1,1,0,0,0,0,0,Рівненська,2020,відділення нефрології та діалізу
7,7,0,0,0,0,0,Сумська,2020,відділення нефрології та діалізу
4,4,0,0,0,0,0,Тернопільська,2020,відділення нефрології та діалізу
4,2,1,1,0,0,0,Харківська,2020,відділення нефрології та діалізу
2,2,0,0,0,0,0,Херсонська,2020,відділення нефрології та діалізу
2,2,0,0,0,0,0,Хмельницька,2020,відділення нефрології та діалізу
1,1,0,0,0,0,0,Черкаська,2020,відділення нефрології та діалізу
1,1,0,0,0,0,0,Чернівецька,2020,відділення нефрології та діалізу
2,2,0,0,0,0,0,Чернігівська,2020,відділення нефрології та діалізу
4,3,1,0,0,0,0,м.Київ,2020,відділення нефрології та діалізу
0,0,0,0,0,0,0,м.Севастополь,2020,відділення нефрології та діалізу
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2020,відділення гемосорбції
0,0,0,0,0,0,0,Вінницька,2020,відділення гемосорбції
1,1,0,0,0,0,0,Волинська,2020,відділення гемосорбції
2,2,0,0,0,0,0,Дніпропетровська,2020,відділення гемосорбції
0,0,0,0,0,0,0,Донецька,2020,відділення гемосорбції
1,1,0,0,0,0,0,Житомирська,2020,відділення гемосорбції
1,1,0,0,0,0,0,Закарпатська,2020,відділення гемосорбції
1,1,0,0,0,0,0,Запорізька,2020,відділення гемосорбції
0,0,0,0,0,0,0,Івано-Франківська,2020,відділення гемосорбції
2,1,0,0,0,0,0,Київська,2020,відділення гемосорбції
1,1,0,0,0,0,0,Кіровоградська,2020,відділення гемосорбції
0,0,0,0,0,0,0,Луганська,2020,відділення гемосорбції
1,1,0,0,0,0,0,Львівська,2020,відділення гемосорбції
0,0,0,0,0,0,0,Миколаївська,2020,відділення гемосорбції
0,0,0,0,0,0,0,Одеська,2020,відділення гемосорбції
1,1,0,0,0,0,0,Полтавська,2020,відділення гемосорбції
1,1,0,0,0,0,0,Рівненська,2020,відділення гемосорбції
0,0,0,0,0,0,0,Сумська,2020,відділення гемосорбції
0,0,0,0,0,0,0,Тернопільська,2020,відділення гемосорбції
2,2,0,0,0,0,0,Харківська,2020,відділення гемосорбції
0,0,0,0,0,0,0,Херсонська,2020,відділення гемосорбції
1,1,0,0,0,0,0,Хмельницька,2020,відділення гемосорбції
0,0,0,0,0,0,0,Черкаська,2020,відділення гемосорбції
2,1,0,0,0,0,0,Чернівецька,2020,відділення гемосорбції
0,0,0,0,0,0,0,Чернігівська,2020,відділення гемосорбції
1,1,0,0,0,0,0,м.Київ,2020,відділення гемосорбції
0,0,0,0,0,0,0,м.Севастополь,2020,відділення гемосорбції
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2015,Число закладів
113,48,1,1,34,1,14,Вінницька,2015,Число закладів
78,38,1,0,22,1,8,Волинська,2015,Число закладів
221,88,1,9,66,2,29,Дніпропетровська,2015,Число закладів
134,48,0,3,36,2,25,Донецька,2015,Число закладів
126,41,1,1,59,1,16,Житомирська,2015,Число закладів
160,42,1,1,102,1,6,Закарпатська,2015,Число закладів
131,47,1,3,36,2,22,Запорізька,2015,Число закладів
202,45,1,5,115,2,12,Івано-Франківська,2015,Число закладів
111,50,2,2,33,2,11,Київська,2015,Число закладів
93,33,1,2,32,2,10,Кіровоградська,2015,Число закладів
59,26,1,1,19,1,4,Луганська,2015,Число закладів
362,89,2,4,223,1,22,Львівська,2015,Число закладів
80,32,1,2,30,1,4,Миколаївська,2015,Число закладів
156,56,1,4,55,1,15,Одеська,2015,Число закладів
121,47,1,2,37,2,17,Полтавська,2015,Число закладів
81,36,1,1,21,1,12,Рівненська,2015,Число закладів
92,38,1,2,30,1,10,Сумська,2015,Число закладів
101,46,1,1,30,1,9,Тернопільська,2015,Число закладів
188,65,2,5,60,1,20,Харківська,2015,Число закладів
68,30,1,1,21,1,9,Херсонська,2015,Число закладів
83,35,1,1,27,1,9,Хмельницька,2015,Число закладів
81,36,1,2,23,1,12,Черкаська,2015,Число закладів
62,21,1,1,22,1,7,Чернівецька,2015,Число закладів
88,40,1,1,22,1,11,Чернігівська,2015,Число закладів
158,37,1,11,52,0,31,м.Київ,2015,Число закладів
0,0,0,0,0,0,0,м.Севастополь,2015,Число закладів
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2015,"Чис.закл.,які мають:рентг.від.(каб)"
66,43,1,1,10,1,5,Вінницька,2015,"Чис.закл.,які мають:рентг.від.(каб)"
44,31,1,0,4,1,3,Волинська,2015,"Чис.закл.,які мають:рентг.від.(каб)"
140,79,1,9,14,2,21,Дніпропетровська,2015,"Чис.закл.,які мають:рентг.від.(каб)"
72,44,0,3,2,2,13,Донецька,2015,"Чис.закл.,які мають:рентг.від.(каб)"
49,32,1,1,4,1,6,Житомирська,2015,"Чис.закл.,які мають:рентг.від.(каб)"
48,32,1,1,5,1,4,Закарпатська,2015,"Чис.закл.,які мають:рентг.від.(каб)"
77,46,1,3,3,2,10,Запорізька,2015,"Чис.закл.,які мають:рентг.від.(каб)"
71,37,1,4,6,2,7,Івано-Франківська,2015,"Чис.закл.,які мають:рентг.від.(каб)"
57,39,2,2,5,2,3,Київська,2015,"Чис.закл.,які мають:рентг.від.(каб)"
53,33,1,2,2,2,6,Кіровоградська,2015,"Чис.закл.,які мають:рентг.від.(каб)"
28,21,1,0,0,1,2,Луганська,2015,"Чис.закл.,які мають:рентг.від.(каб)"
112,68,2,4,10,1,14,Львівська,2015,"Чис.закл.,які мають:рентг.від.(каб)"
48,30,1,2,9,1,2,Миколаївська,2015,"Чис.закл.,які мають:рентг.від.(каб)"
92,49,1,3,14,1,11,Одеська,2015,"Чис.закл.,які мають:рентг.від.(каб)"
61,44,1,2,2,2,3,Полтавська,2015,"Чис.закл.,які мають:рентг.від.(каб)"
54,31,1,1,6,1,10,Рівненська,2015,"Чис.закл.,які мають:рентг.від.(каб)"
46,26,1,2,6,1,6,Сумська,2015,"Чис.закл.,які мають:рентг.від.(каб)"
51,36,1,1,2,1,2,Тернопільська,2015,"Чис.закл.,які мають:рентг.від.(каб)"
122,63,2,4,24,1,12,Харківська,2015,"Чис.закл.,які мають:рентг.від.(каб)"
42,29,1,1,3,1,4,Херсонська,2015,"Чис.закл.,які мають:рентг.від.(каб)"
56,34,1,1,7,1,5,Хмельницька,2015,"Чис.закл.,які мають:рентг.від.(каб)"
52,31,1,2,7,1,6,Черкаська,2015,"Чис.закл.,які мають:рентг.від.(каб)"
37,18,1,1,6,1,3,Чернівецька,2015,"Чис.закл.,які мають:рентг.від.(каб)"
51,33,1,1,4,1,7,Чернігівська,2015,"Чис.закл.,які мають:рентг.від.(каб)"
79,29,1,10,19,0,16,м.Київ,2015,"Чис.закл.,які мають:рентг.від.(каб)"
0,0,0,0,0,0,0,м.Севастополь,2015,"Чис.закл.,які мають:рентг.від.(каб)"
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2015,флюорографiчнi вiддiлення (кабiнети)
39,24,0,0,12,0,0,Вінницька,2015,флюорографiчнi вiддiлення (кабiнети)
28,23,0,0,3,0,0,Волинська,2015,флюорографiчнi вiддiлення (кабiнети)
94,63,0,0,22,0,0,Дніпропетровська,2015,флюорографiчнi вiддiлення (кабiнети)
37,35,0,0,2,0,0,Донецька,2015,флюорографiчнi вiддiлення (кабiнети)
34,28,0,0,3,0,2,Житомирська,2015,флюорографiчнi вiддiлення (кабiнети)
22,17,0,0,4,0,0,Закарпатська,2015,флюорографiчнi вiддiлення (кабiнети)
47,38,0,0,1,1,1,Запорізька,2015,флюорографiчнi вiддiлення (кабiнети)
44,31,0,0,8,0,0,Івано-Франківська,2015,флюорографiчнi вiддiлення (кабiнети)
40,34,0,0,4,0,0,Київська,2015,флюорографiчнi вiддiлення (кабiнети)
32,29,0,0,1,0,0,Кіровоградська,2015,флюорографiчнi вiддiлення (кабiнети)
22,20,0,0,1,0,0,Луганська,2015,флюорографiчнi вiддiлення (кабiнети)
71,58,0,0,8,0,0,Львівська,2015,флюорографiчнi вiддiлення (кабiнети)
33,23,0,0,8,0,0,Миколаївська,2015,флюорографiчнi вiддiлення (кабiнети)
52,38,0,0,10,0,0,Одеська,2015,флюорографiчнi вiддiлення (кабiнети)
38,34,0,0,2,0,0,Полтавська,2015,флюорографiчнi вiддiлення (кабiнети)
32,24,0,1,7,0,0,Рівненська,2015,флюорографiчнi вiддiлення (кабiнети)
28,23,0,0,5,0,0,Сумська,2015,флюорографiчнi вiддiлення (кабiнети)
38,34,0,0,2,0,0,Тернопільська,2015,флюорографiчнi вiддiлення (кабiнети)
58,40,0,0,15,0,1,Харківська,2015,флюорографiчнi вiддiлення (кабiнети)
29,23,0,0,3,0,1,Херсонська,2015,флюорографiчнi вiддiлення (кабiнети)
38,28,0,0,6,0,1,Хмельницька,2015,флюорографiчнi вiддiлення (кабiнети)
33,25,0,0,7,0,0,Черкаська,2015,флюорографiчнi вiддiлення (кабiнети)
25,15,0,0,6,0,1,Чернівецька,2015,флюорографiчнi вiддiлення (кабiнети)
33,30,0,0,1,0,0,Чернігівська,2015,флюорографiчнi вiддiлення (кабiнети)
26,8,0,0,14,0,0,м.Київ,2015,флюорографiчнi вiддiлення (кабiнети)
0,0,0,0,0,0,0,м.Севастополь,2015,флюорографiчнi вiддiлення (кабiнети)
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2015,радiологiчнi (променевої терапiї)
3,2,0,0,0,1,0,Вінницька,2015,радiологiчнi (променевої терапiї)
1,0,0,0,0,1,0,Волинська,2015,радiологiчнi (променевої терапiї)
3,1,0,0,0,2,0,Дніпропетровська,2015,радiологiчнi (променевої терапiї)
3,1,0,0,0,2,0,Донецька,2015,радiологiчнi (променевої терапiї)
1,0,0,0,0,1,0,Житомирська,2015,радiологiчнi (променевої терапiї)
1,0,0,0,0,1,0,Закарпатська,2015,радiологiчнi (променевої терапiї)
5,3,0,0,0,2,0,Запорізька,2015,радiологiчнi (променевої терапiї)
2,0,0,0,0,2,0,Івано-Франківська,2015,радiологiчнi (променевої терапiї)
2,0,0,0,0,2,0,Київська,2015,радiологiчнi (променевої терапiї)
2,0,0,0,0,2,0,Кіровоградська,2015,радiологiчнi (променевої терапiї)
1,1,0,0,0,0,0,Луганська,2015,радiологiчнi (променевої терапiї)
3,2,0,0,0,1,0,Львівська,2015,радiологiчнi (променевої терапiї)
1,0,0,0,0,1,0,Миколаївська,2015,радiологiчнi (променевої терапiї)
4,3,0,0,0,1,0,Одеська,2015,радiологiчнi (променевої терапiї)
3,1,0,0,0,2,0,Полтавська,2015,радiологiчнi (променевої терапiї)
2,1,0,0,0,1,0,Рівненська,2015,радiологiчнi (променевої терапiї)
1,0,0,0,0,1,0,Сумська,2015,радiологiчнi (променевої терапiї)
1,0,0,0,0,1,0,Тернопільська,2015,радiологiчнi (променевої терапiї)
1,0,0,0,0,1,0,Харківська,2015,радiологiчнi (променевої терапiї)
1,0,0,0,0,1,0,Херсонська,2015,радiологiчнi (променевої терапiї)
1,0,0,0,0,1,0,Хмельницька,2015,радiологiчнi (променевої терапiї)
2,1,0,0,0,1,0,Черкаська,2015,радiологiчнi (променевої терапiї)
1,0,0,0,0,1,0,Чернівецька,2015,радiологiчнi (променевої терапiї)
1,0,0,0,0,1,0,Чернігівська,2015,радiологiчнi (променевої терапiї)
2,2,0,0,0,0,0,м.Київ,2015,радiологiчнi (променевої терапiї)
0,0,0,0,0,0,0,м.Севастополь,2015,радiологiчнi (променевої терапiї)
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2015,лабораторії радіоізотопної діагност.
1,0,0,0,0,1,0,Вінницька,2015,лабораторії радіоізотопної діагност.
1,0,0,0,0,1,0,Волинська,2015,лабораторії радіоізотопної діагност.
3,2,0,0,0,1,0,Дніпропетровська,2015,лабораторії радіоізотопної діагност.
0,0,0,0,0,0,0,Донецька,2015,лабораторії радіоізотопної діагност.
0,0,0,0,0,0,0,Житомирська,2015,лабораторії радіоізотопної діагност.
1,0,0,0,0,1,0,Закарпатська,2015,лабораторії радіоізотопної діагност.
1,1,0,0,0,0,0,Запорізька,2015,лабораторії радіоізотопної діагност.
0,0,0,0,0,0,0,Івано-Франківська,2015,лабораторії радіоізотопної діагност.
2,1,0,0,0,1,0,Київська,2015,лабораторії радіоізотопної діагност.
2,1,0,0,0,1,0,Кіровоградська,2015,лабораторії радіоізотопної діагност.
1,1,0,0,0,0,0,Луганська,2015,лабораторії радіоізотопної діагност.
3,2,0,0,0,1,0,Львівська,2015,лабораторії радіоізотопної діагност.
0,0,0,0,0,0,0,Миколаївська,2015,лабораторії радіоізотопної діагност.
3,2,0,0,0,1,0,Одеська,2015,лабораторії радіоізотопної діагност.
1,0,0,0,0,1,0,Полтавська,2015,лабораторії радіоізотопної діагност.
1,1,0,0,0,0,0,Рівненська,2015,лабораторії радіоізотопної діагност.
0,0,0,0,0,0,0,Сумська,2015,лабораторії радіоізотопної діагност.
0,0,0,0,0,0,0,Тернопільська,2015,лабораторії радіоізотопної діагност.
0,0,0,0,0,0,0,Харківська,2015,лабораторії радіоізотопної діагност.
0,0,0,0,0,0,0,Херсонська,2015,лабораторії радіоізотопної діагност.
1,0,0,0,0,1,0,Хмельницька,2015,лабораторії радіоізотопної діагност.
1,1,0,0,0,0,0,Черкаська,2015,лабораторії радіоізотопної діагност.
1,1,0,0,0,0,0,Чернівецька,2015,лабораторії радіоізотопної діагност.
2,2,0,0,0,0,0,Чернігівська,2015,лабораторії радіоізотопної діагност.
5,5,0,0,0,0,0,м.Київ,2015,лабораторії радіоізотопної діагност.
0,0,0,0,0,0,0,м.Севастополь,2015,лабораторії радіоізотопної діагност.
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2015,комп'ютерної томографії
4,0,0,0,1,1,1,Вінницька,2015,комп'ютерної томографії
5,4,0,0,0,1,0,Волинська,2015,комп'ютерної томографії
9,6,1,0,1,1,0,Дніпропетровська,2015,комп'ютерної томографії
1,1,0,0,0,0,0,Донецька,2015,комп'ютерної томографії
3,2,0,0,1,0,0,Житомирська,2015,комп'ютерної томографії
7,5,1,0,0,1,0,Закарпатська,2015,комп'ютерної томографії
5,5,0,0,0,0,0,Запорізька,2015,комп'ютерної томографії
5,3,0,0,1,1,0,Івано-Франківська,2015,комп'ютерної томографії
6,3,0,0,0,1,0,Київська,2015,комп'ютерної томографії
2,1,0,0,0,1,0,Кіровоградська,2015,комп'ютерної томографії
1,1,0,0,0,0,0,Луганська,2015,комп'ютерної томографії
5,3,0,0,1,1,0,Львівська,2015,комп'ютерної томографії
3,2,0,0,0,0,0,Миколаївська,2015,комп'ютерної томографії
4,3,0,0,1,0,0,Одеська,2015,комп'ютерної томографії
3,1,0,0,0,1,0,Полтавська,2015,комп'ютерної томографії
3,2,0,0,0,1,0,Рівненська,2015,комп'ютерної томографії
6,3,0,0,2,1,0,Сумська,2015,комп'ютерної томографії
2,0,0,0,0,1,0,Тернопільська,2015,комп'ютерної томографії
7,4,1,0,1,1,0,Харківська,2015,комп'ютерної томографії
2,2,0,0,0,0,0,Херсонська,2015,комп'ютерної томографії
2,1,0,0,0,1,0,Хмельницька,2015,комп'ютерної томографії
3,2,0,0,0,1,0,Черкаська,2015,комп'ютерної томографії
3,1,0,0,1,1,0,Чернівецька,2015,комп'ютерної томографії
5,2,1,0,0,1,1,Чернігівська,2015,комп'ютерної томографії
15,9,1,1,3,0,0,м.Київ,2015,комп'ютерної томографії
0,0,0,0,0,0,0,м.Севастополь,2015,комп'ютерної томографії
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2015,каб.електрокардіог.та функц.діагност.
73,40,1,0,22,1,4,Вінницька,2015,каб.електрокардіог.та функц.діагност.
60,32,1,0,20,1,0,Волинська,2015,каб.електрокардіог.та функц.діагност.
172,83,1,9,61,2,3,Дніпропетровська,2015,каб.електрокардіог.та функц.діагност.
74,42,0,3,24,0,0,Донецька,2015,каб.електрокардіог.та функц.діагност.
82,34,1,1,38,1,2,Житомирська,2015,каб.електрокардіог.та функц.діагност.
74,32,1,1,35,0,2,Закарпатська,2015,каб.електрокардіог.та функц.діагност.
77,43,1,3,13,0,7,Запорізька,2015,каб.електрокардіог.та функц.діагност.
127,39,1,5,66,2,2,Івано-Франківська,2015,каб.електрокардіог.та функц.діагност.
85,47,2,2,21,1,4,Київська,2015,каб.електрокардіог.та функц.діагност.
68,33,1,2,24,1,2,Кіровоградська,2015,каб.електрокардіог.та функц.діагност.
27,20,0,1,4,0,0,Луганська,2015,каб.електрокардіог.та функц.діагност.
160,63,2,3,77,1,6,Львівська,2015,каб.електрокардіог.та функц.діагност.
53,32,1,2,12,1,1,Миколаївська,2015,каб.електрокардіог.та функц.діагност.
102,47,1,3,30,1,6,Одеська,2015,каб.електрокардіог.та функц.діагност.
90,42,1,2,37,1,2,Полтавська,2015,каб.електрокардіог.та функц.діагност.
63,31,1,1,20,1,3,Рівненська,2015,каб.електрокардіог.та функц.діагност.
70,36,1,2,20,1,4,Сумська,2015,каб.електрокардіог.та функц.діагност.
86,46,1,1,27,1,1,Тернопільська,2015,каб.електрокардіог.та функц.діагност.
112,57,2,5,29,1,5,Харківська,2015,каб.електрокардіог.та функц.діагност.
51,29,1,1,14,1,2,Херсонська,2015,каб.електрокардіог.та функц.діагност.
72,34,1,1,26,1,5,Хмельницька,2015,каб.електрокардіог.та функц.діагност.
56,31,1,2,13,1,5,Черкаська,2015,каб.електрокардіог.та функц.діагност.
45,21,1,1,15,1,2,Чернівецька,2015,каб.електрокардіог.та функц.діагност.
65,37,1,1,17,1,3,Чернігівська,2015,каб.електрокардіог.та функц.діагност.
74,29,1,9,21,0,3,м.Київ,2015,каб.електрокардіог.та функц.діагност.
0,0,0,0,0,0,0,м.Севастополь,2015,каб.електрокардіог.та функц.діагност.
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2015,дистанційно-діагностичні кабінети
7,6,0,0,1,0,0,Вінницька,2015,дистанційно-діагностичні кабінети
0,0,0,0,0,0,0,Волинська,2015,дистанційно-діагностичні кабінети
1,1,0,0,0,0,0,Дніпропетровська,2015,дистанційно-діагностичні кабінети
3,3,0,0,0,0,0,Донецька,2015,дистанційно-діагностичні кабінети
3,2,0,0,1,0,0,Житомирська,2015,дистанційно-діагностичні кабінети
0,0,0,0,0,0,0,Закарпатська,2015,дистанційно-діагностичні кабінети
0,0,0,0,0,0,0,Запорізька,2015,дистанційно-діагностичні кабінети
1,1,0,0,0,0,0,Івано-Франківська,2015,дистанційно-діагностичні кабінети
0,0,0,0,0,0,0,Київська,2015,дистанційно-діагностичні кабінети
14,13,0,0,0,0,1,Кіровоградська,2015,дистанційно-діагностичні кабінети
0,0,0,0,0,0,0,Луганська,2015,дистанційно-діагностичні кабінети
1,0,0,0,0,0,1,Львівська,2015,дистанційно-діагностичні кабінети
1,1,0,0,0,0,0,Миколаївська,2015,дистанційно-діагностичні кабінети
0,0,0,0,0,0,0,Одеська,2015,дистанційно-діагностичні кабінети
3,2,0,0,0,0,1,Полтавська,2015,дистанційно-діагностичні кабінети
0,0,0,0,0,0,0,Рівненська,2015,дистанційно-діагностичні кабінети
2,1,0,0,0,0,1,Сумська,2015,дистанційно-діагностичні кабінети
1,1,0,0,0,0,0,Тернопільська,2015,дистанційно-діагностичні кабінети
3,3,0,0,0,0,0,Харківська,2015,дистанційно-діагностичні кабінети
1,0,0,0,0,0,1,Херсонська,2015,дистанційно-діагностичні кабінети
1,0,0,0,0,0,1,Хмельницька,2015,дистанційно-діагностичні кабінети
2,1,0,0,0,0,1,Черкаська,2015,дистанційно-діагностичні кабінети
1,0,0,0,0,0,1,Чернівецька,2015,дистанційно-діагностичні кабінети
3,2,0,0,0,0,1,Чернігівська,2015,дистанційно-діагностичні кабінети
0,0,0,0,0,0,0,м.Київ,2015,дистанційно-діагностичні кабінети
0,0,0,0,0,0,0,м.Севастополь,2015,дистанційно-діагностичні кабінети
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2015,клініко-діагностичні лабораторії
97,46,1,1,28,1,6,Вінницька,2015,клініко-діагностичні лабораторії
64,34,1,0,19,1,1,Волинська,2015,клініко-діагностичні лабораторії
172,83,1,9,51,2,2,Дніпропетровська,2015,клініко-діагностичні лабораторії
86,43,0,3,15,2,6,Донецька,2015,клініко-діагностичні лабораторії
86,40,1,1,34,1,2,Житомирська,2015,клініко-діагностичні лабораторії
122,32,1,1,79,1,2,Закарпатська,2015,клініко-діагностичні лабораторії
86,47,1,3,7,2,7,Запорізька,2015,клініко-діагностичні лабораторії
167,43,1,5,91,2,5,Івано-Франківська,2015,клініко-діагностичні лабораторії
88,50,2,2,17,2,4,Київська,2015,клініко-діагностичні лабораторії
61,33,1,2,8,2,4,Кіровоградська,2015,клініко-діагностичні лабораторії
36,22,1,1,5,1,0,Луганська,2015,клініко-діагностичні лабораторії
274,82,2,3,160,1,8,Львівська,2015,клініко-діагностичні лабораторії
56,32,1,2,8,1,2,Миколаївська,2015,клініко-діагностичні лабораторії
104,53,1,3,18,1,4,Одеська,2015,клініко-діагностичні лабораторії
76,46,1,2,4,2,7,Полтавська,2015,клініко-діагностичні лабораторії
68,33,1,1,20,1,3,Рівненська,2015,клініко-діагностичні лабораторії
75,37,1,2,19,1,5,Сумська,2015,клініко-діагностичні лабораторії
82,46,1,1,19,1,3,Тернопільська,2015,клініко-діагностичні лабораторії
129,62,2,5,27,1,3,Харківська,2015,клініко-діагностичні лабораторії
44,29,1,1,4,1,3,Херсонська,2015,клініко-діагностичні лабораторії
66,34,1,1,14,1,6,Хмельницька,2015,клініко-діагностичні лабораторії
59,35,1,2,8,1,6,Черкаська,2015,клініко-діагностичні лабораторії
43,20,1,1,8,1,3,Чернівецька,2015,клініко-діагностичні лабораторії
64,39,1,1,8,1,3,Чернігівська,2015,клініко-діагностичні лабораторії
91,33,1,11,20,0,3,м.Київ,2015,клініко-діагностичні лабораторії
0,0,0,0,0,0,0,м.Севастополь,2015,клініко-діагностичні лабораторії
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2015,бактеріологічні лабораторії
8,5,1,0,1,0,0,Вінницька,2015,бактеріологічні лабораторії
4,3,1,0,0,0,0,Волинська,2015,бактеріологічні лабораторії
7,6,1,0,0,0,0,Дніпропетровська,2015,бактеріологічні лабораторії
5,5,0,0,0,0,0,Донецька,2015,бактеріологічні лабораторії
3,2,0,0,0,0,0,Житомирська,2015,бактеріологічні лабораторії
4,4,0,0,0,0,0,Закарпатська,2015,бактеріологічні лабораторії
11,8,1,1,0,0,0,Запорізька,2015,бактеріологічні лабораторії
4,2,1,0,0,0,0,Івано-Франківська,2015,бактеріологічні лабораторії
1,0,0,0,0,0,0,Київська,2015,бактеріологічні лабораторії
1,1,0,0,0,0,0,Кіровоградська,2015,бактеріологічні лабораторії
3,2,0,0,0,0,0,Луганська,2015,бактеріологічні лабораторії
6,3,1,0,0,0,1,Львівська,2015,бактеріологічні лабораторії
1,1,0,0,0,0,0,Миколаївська,2015,бактеріологічні лабораторії
5,3,0,0,1,0,0,Одеська,2015,бактеріологічні лабораторії
5,4,0,0,1,0,0,Полтавська,2015,бактеріологічні лабораторії
2,2,0,0,0,0,0,Рівненська,2015,бактеріологічні лабораторії
2,1,0,0,0,0,0,Сумська,2015,бактеріологічні лабораторії
0,0,0,0,0,0,0,Тернопільська,2015,бактеріологічні лабораторії
7,0,1,0,3,0,0,Харківська,2015,бактеріологічні лабораторії
0,0,0,0,0,0,0,Херсонська,2015,бактеріологічні лабораторії
6,3,0,0,1,0,0,Хмельницька,2015,бактеріологічні лабораторії
5,3,0,0,0,0,0,Черкаська,2015,бактеріологічні лабораторії
8,4,0,0,1,0,0,Чернівецька,2015,бактеріологічні лабораторії
6,4,0,0,0,0,0,Чернігівська,2015,бактеріологічні лабораторії
22,9,1,2,3,0,0,м.Київ,2015,бактеріологічні лабораторії
0,0,0,0,0,0,0,м.Севастополь,2015,бактеріологічні лабораторії
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2015,серологічні лабораторії
0,0,0,0,0,0,0,Вінницька,2015,серологічні лабораторії
0,0,0,0,0,0,0,Волинська,2015,серологічні лабораторії
1,1,0,0,0,0,0,Дніпропетровська,2015,серологічні лабораторії
0,0,0,0,0,0,0,Донецька,2015,серологічні лабораторії
0,0,0,0,0,0,0,Житомирська,2015,серологічні лабораторії
1,0,0,0,0,0,0,Закарпатська,2015,серологічні лабораторії
5,3,0,0,0,0,0,Запорізька,2015,серологічні лабораторії
0,0,0,0,0,0,0,Івано-Франківська,2015,серологічні лабораторії
0,0,0,0,0,0,0,Київська,2015,серологічні лабораторії
2,0,0,0,0,0,0,Кіровоградська,2015,серологічні лабораторії
0,0,0,0,0,0,0,Луганська,2015,серологічні лабораторії
2,1,0,0,1,0,0,Львівська,2015,серологічні лабораторії
1,1,0,0,0,0,0,Миколаївська,2015,серологічні лабораторії
1,0,0,0,0,0,0,Одеська,2015,серологічні лабораторії
0,0,0,0,0,0,0,Полтавська,2015,серологічні лабораторії
0,0,0,0,0,0,0,Рівненська,2015,серологічні лабораторії
0,0,0,0,0,0,0,Сумська,2015,серологічні лабораторії
1,0,0,0,0,0,0,Тернопільська,2015,серологічні лабораторії
1,0,0,0,0,0,0,Харківська,2015,серологічні лабораторії
0,0,0,0,0,0,0,Херсонська,2015,серологічні лабораторії
2,1,0,0,0,0,0,Хмельницька,2015,серологічні лабораторії
1,0,0,0,0,0,0,Черкаська,2015,серологічні лабораторії
1,0,0,0,0,0,0,Чернівецька,2015,серологічні лабораторії
0,0,0,0,0,0,0,Чернігівська,2015,серологічні лабораторії
3,0,0,0,0,0,0,м.Київ,2015,серологічні лабораторії
0,0,0,0,0,0,0,м.Севастополь,2015,серологічні лабораторії
0,0,0,0,0,0,0,Автономна pеспубліка Крим,2015,біохімічні лабораторії
0,0,0,0,0,0,0,Вінницька,2015,біохімічні лабораторії
1,1,0,0,0,0,0,Волинська,2015,біохімічні лабораторії
1,1,0,0,0,0,0,Дніпропетровська,2015,біохімічні лабораторії
1,1,0,0,0,0,0,Донецька,2015,біохімічні лабораторії
1,1,0,0,0,0,0,Житомирська,2015,біохімічні лабораторії
0,0,0,0,0,0,0,Закарпатська,2015,біохімічні лабораторії
3,3,0,0,0,0,0,Запорізька,2015,біохімічні лабораторії
0,0,0,0,0,0,0,Івано-Франківська,2015,біохімічні лабораторії
1,0,0,0,0,0,0,Київська,2015,біохімічні лабораторії
0,0,0,0,0,0,0,Кіровоградська,2015,біохімічні лабораторії
2,2,0,0,0,0,0,Луганська,2015,біохімічні лабораторії
1,0,0,0,0,0,1,Львівська,2015,біохімічні лабораторії
2,2,0,0,0,0,0,Миколаївська,2015,біохімічні лабораторії
2,0,0,0,1,0,0,Одеська,2015,біохімічні лабораторії
